title,author,publisher,year,status,description,jury_rationale
Die Projektoren,Clemens Meyer,S. Fischer Verlag,2024,Shortlist,"Von Leipzig bis Belgrad, von der DDR bis zur Volksrepublik Jugoslawien, vom Leinwandspektakel bis zum Abenteuerroman. Schonungslos und rasant erzählt „Die Projektoren“ von unserer an der Vergangenheit zerschellenden Gegenwart – und von unvergleichlichen Figuren: Im Velebit-Gebirge erlebt ein ehemaliger Partisan die abenteuerlichen Dreharbeiten der Winnetou-Filme. Jahrzehnte später finden an genau diesen Orten die brutalen Kämpfe der Jugoslawienkriege statt – mittendrin eine Gruppe junger Rechtsradikaler aus Dortmund, die die Sinnlosigkeit ihrer Ideologie erleben muss. Und in Leipzig werden bei einer Konferenz in einer psychiatrischen Klinik die Texte eines ehemaligen Patienten diskutiert: Wie gelang es ihm, spurlos zu verschwinden? Konnte er die Zukunft voraussagen? Und was verbindet ihn mit dem Weltreisenden Dr. May, der einst ebenfalls Patient der Klinik war?","„Die Projektoren“ ist ein Roman, der seine Leser*innen fordert, der gezielt überfordert, der überwältigt in seiner Stofffülle. Meyer erzählt von den Kriegen in Jugoslawien in den Neunzigerjahren, vom zweiten Weltkrieg in Städten wie Belgrad oder Novi Sad, von den Karl-May-Filmen, die in Kroatien in den sechziger Jahren gedreht wurden, vom Kino überhaupt – deshalb der Titel. Beeindruckend ist, welche Verbindungen Meyer herstellt, und das mit einer Vielzahl von Figuren, die immer unterwegs zu sein scheinen, und Geschichten, Abenteuergeschichten, Liebesgeschichten. Meyer zieht stilistisch viele Register, von großartigen Dialogen, inneren Monologen und Träumen bis hin zu Brüchen in Zeit und Raum. Kurzum: ein Literaturereignis."
Hasenprosa,Maren Kames,Suhrkamp Verlag,2024,Shortlist,"„Wenn das alles gewesen ist, ziehe ich aus!“, ruft da eine und macht sich in ihren Meilenstiefeln, ihren Reisesocken davon. Auf der Rückbank: ein Hase. Es geht einmal quer durch die Zeit, die Zeitalter und hinaus, ins knalldunkle All. Im Strichflieger durch den Himmel und die Erinnerung: an zwei Großmütter, eine helle, eine dunkle, eine heile, eine wunde. Einen Großvater, seine furchigen Hände. Einen Bruder und seinen Baum. An rasende Träume, krumme Märchen und einen Purple Rain.","Eine Reise beginnt, fantastisch und skurril, mit dabei ist: ein Hase. Ein Begleiter wie bei Alice im Wunderland, und so führt er sich auch auf: eine Mischung aus Anarchist und kleinlichem Buchhalter. Maren Kames hat die Sterneküche Friederike Mayröckers besucht – und sich von ihr emanzipiert. Das beweist ihr virtuoser Umgang mit Wortwürzungen, ihr sämiger Bilderreigen, ihr sprühender Sprachwitz und ihre lakonischen Vollbremsungen. Diese eigensinnige Reise nistet sich ein im Gemüt der Lesenden und lässt einen erheitert, alltagsertüchtigt und beglückt zurück: Sie packt unseren Lachnerv mit beiden Pfoten – und leichtfüßig hüpft sie jedem dumpfen Realismus davon."
Lichtungen,Iris Wolff,Klett-Cotta,2024,Shortlist,"Als der elfjährige Lev über Wochen ans Bett gefesselt ist, wird ausgerechnet die gescheite, aber von allen gemiedene Kato zu ihm ans Krankenbett geschickt, um ihm die Hausaufgaben zu bringen. Zwischen dem ungleichen Paar entsteht eine unverbrüchliche Verbindung, die Lev aus seiner Versteinerung löst und den beiden Heranwachsenden im kommunistischen Vielvölkerstaat Rumänien einen Halt bietet. Ein halbes Leben später läuft Lev noch immer die Pfade ihrer Kindheit ab, während Kato schon vor Jahren in den Westen aufgebrochen ist. Geblieben sind Lev nur ihre gezeichneten Postkarten aus ganz Europa. Bis ihn eines Tages eine Karte aus Zürich erreicht, darauf nur ein einziger Satz: „Wann kommst du?“","In „Lichtungen“ gelingt es Iris Wolff, die Biografie ihrer beiden Protagonist*innen tief in der europäischen Geschichte des ausgehenden 20. Jahrhunderts einzubetten. Die beiden, die so wie auch die Autorin selbst aus dem rumänischen Siebenbürgen stammen, treffen sich nach dem Fall des Eisernen Vorhangs in Zürich. Während sie, Kato, bereits davor in den Westen gegangen ist, durchlebt er, Lev, den Niedergang des Ceausescu-Regimes buchstäblich am eigenen Leib. Mit großer Sensibilität und hoher Raffinesse wird diese Coming-of-Age-Story und Liebesgeschichte im Krebsgang erzählt, werden die Brüche der beiden Lebenswege herausgearbeitet und die Figuren in ganz konkreten Räumen und Landschaften verankert."
Vierundsiebzig,Ronya Othmann,Rowohlt Verlag,2024,Shortlist,"„Ich habe gesehen. Das Ich ist ein Zeuge. Es spricht, und doch hat es keine Sprache.“ So beschreibt Ronya Othmann in ihrem neuen Roman den Vorgang des Erzählens. Sie will eine Form finden für das Unaussprechliche, den Genozid an der êzîdischen Bevölkerung, den vierundsiebzigsten, verübt 2014 in Shingal von Kämpfern des IS.
Vierundsiebzig ist eine Reise zu den Ursprüngen, zu den Tatorten. Der Weg führt in die Camps und an die Frontlinien, in die Wohnzimmer der Verwandten und weiter in ein êzîdisches Dorf in der Türkei, in dem heute niemand mehr lebt. Es geht darum, hinzusehen, zuzuhören, Zeugnis abzulegen, Bilder und Berichte mit der eigenen Geschichte zu verweben, mit einem Leben als Journalistin und Autorin in Deutschland.","Vor zehn Jahren verübte die Terrormiliz „Islamischer Staat“ an den Jesiden in der nordirakischen Sindschar-Region einen Völkermord. Ronya Othmann folgt den Spuren dieses Massenverbrechens. Sie besucht die Schauplätze der Massaker, die Flüchtlingscamps, die Gedenkstätten. Sie lässt jene, die der Mordlust des IS nur knapp entfliehen konnten, zu Wort kommen. Eindrucksvoll mischt Othmann Gattungen und Erzählformen – Reisereportage, Gerichtsprotokoll, historische Exkurse, Autobiografisches. Immer wieder betreibt sie poetologische Gewissenserforschung: Wie lässt sich das Grauen angemessen schildern, ohne die Opfer erzählerisch auszubeuten? Ein einzigartiger dokumentarischer Roman über einen Genozid der Gegenwart und die Frage, wie man davon erzählen kann."
Von Norden rollt ein Donner,Markus Thielemann,C. H. Beck,2024,Shortlist,"Täglich treiben der 19-jährige Jannes und seine Familie die Schafe über die Flächen der Lüneburger Heide. Doch es herrscht eine gärende Unruhe in der Gegend, der Wolf ist zurück. Es mehren sich Schafsrisse und mit ihnen Konflikte im Dorf, die schnell politisch werden.
Kann Heimatschutz Gewalt rechtfertigen? Während sich die Situation zuspitzt und in Selbstjustiz der Bevölkerung zu eskalieren droht, flüchtet Jannes zu seinen Schafen in die Heide. Bis er dort immer wieder auf eine merkwürdige Frau trifft. Er beginnt, ihr zu folgen, und kommt Schritt für Schritt hinter die Geheimnisse dieser vermeintlichen Sehnsuchtslandschaft, stößt auf Brutalität, völkische Ideologie – und auf ein tiefes Schweigen.","Der Lebensweg des 19-jährigen Jannes scheint vorgezeichnet: Wie schon sein Vater und sein Großvater es seit Jahrzehnten tun, treibt auch er tagtäglich die Schafherde seiner Familie übers Land. Und damals wie heute stellt der Wolf nicht die einzige Bedrohung für die Lebensweise der Heideschäfer dar. Markus Thielemann hat einen atmosphärisch dichten und sprachlich kraftvollen Anti-Heimatroman geschrieben, in dem Archaik und Moderne aufeinandertreffen und die Geister der Vergangenheit durch das trügerische Idyll der Lüneburger Heide spuken. Er erzählt langsam und behutsam, mit feinen, detaillierten Beobachtungen der Landschaften und Lebensweisen, von den Verstrickungen zwischen Idylle und Ideologien und davon, welche Gefahren in Schweigen, Verdrängung und Verklärung des Alten liegen."
Die Holländerinnen,Dorothee Elmiger,Carl Hanser Verlag,2025,Winner,"Mit blinkenden Warnlichtern fährt die Erzählerin, eine namenlose Schriftstellerin, an den Straßenrand, als ein unerwarteter Anruf sie erreicht. Am Apparat ist ein gefeierter Theatermacher, der sie für sein neuestes Vorhaben zu gewinnen versucht – ein in den Tropen angesiedeltes Stück, die Rekonstruktion eines Falls. Wenige Wochen später bricht sie auf, um sich der Theatergruppe auf ihrem Gang ins tiefe Innere des Urwalds anzuschließen.
Dorothee Elmiger erzählt eine beunruhigende Geschichte von Menschen und Monstren, von Furcht und Gewalt, von der Verlorenheit im Universum und vom Versagen der Erzählungen.","Dorothee Elmigers Roman erzählt von einer kollektiven Grenzüberschreitung irgendwo im Regenwald Südamerikas, weitgehend im Modus der indirekten Rede. Ein namenloser Regisseur lädt Künstler*innen, unter ihnen die Erzählerin, zu einem monströsen Theaterprojekt in ein Resort „zwischen den Wendekreisen“. Gemeinsam soll man den Spuren von zwei Holländerinnen nachgehen, die dort vor einigen Jahren auf ungeklärte Weise verschwunden sind. Naturgemäß läuft das True-Crime-Projekt des Theatermachers vollkommen aus dem Ruder: Die Beteiligten werden vom Urwald nahezu eingeschluckt, geraten in eine milde Form des Wahnsinns und erzählen sich verstörende Geschichten aus ihrer Vergangenheit. Ein eigenwilliger, fesselnder Trip ins Herz der Finsternis."
Am Samstag gehen die Mädchen in den Wald und jagen Sachen in die Luft,Fiona Sironic,Ecco Verlag,2025,Shortlist,"Es brennt. In den Wäldern und auf den Screens. Die 15-jährige Era lebt mit ihrer Mutter am Waldrand und versucht dem schleichenden Prozess der Zerstörung etwas entgegenzusetzen, indem sie das Aussterben der Vögel dokumentiert. In einem Stream beobachtet sie ihre Mitschülerin Maja und deren Schwester Merle, die auf der benachbarten Lichtung Festplatten in die Luft jagen. Maja ist die Tochter zweier Momfluencerinnen, die versucht, die Erinnerungen an eine öffentliche Kindheit auszulöschen. Während Era Notizbücher führt, Zeichnungen anfertigt und all das Wissen, auf das sie Zugriff hat, zu ordnen versucht, bildet Maja eine zerstörerische Gegenkraft. Dennoch sind Era und Maja verbunden in ihrer Suche nach Intimität und analogen Reizen. Während die Turteltaube ausstirbt, verlieben die beiden sich ineinander. Aber nicht nur die Vögel sind bedroht: Als ein großflächiger Brand den Wald zerstört, verlieren auch die Mädchen einen bedeutenden Teil ihres Lebensraums.","„Am Samstag gehen die Mädchen in den Wald und jagen Sachen in die Luft“ – der längste Titel in diesem Jahrgang, der temporeichste Roman. Fiona Sironic erzählt in ihrem Debüt von einer Jugend, die im Gefühl lebt, wenig Zeit zu haben. Die Arten sterben, die Natur glüht, das Internet gibt Takte der Kommunikation vor. Die Mädchen, deren Liebesgeschichte den Roman bewegt, leben im doppelten Aufstand: gegen die Verwüstung der Welt durch ökologischen Raubbau und durch „Mommyinfluencerinnen“. Ihre Wut gilt beidem, der nächsten Zukunft und der Vereinnahmung ihres Alltags durch soziale Medien. Unruhig, einfallsreich, konfliktfreudig und komisch hält uns dieses Buch durch seine Geistesgegenwart bis zur letzten Seite in Atem."
Die Ausweichschule,Kaleb Erdmann,park x ullstein,2025,Shortlist,"Am letzten Tag der Abiturprüfungen im Jahr 2002 fallen Schüsse im Erfurter Gutenberg-Gymnasium. Unser Erzähler erlebt diesen Tag als 11-Jähriger, wird mit seinen Mitschülern evakuiert und registriert in den folgenden Wochen die Hilflosigkeit der Erwachsenen im Angesicht dieser Tat. Mehr als zwanzig Jahre später bricht das Ereignis völlig unerwartet erneut in sein Leben ein und löst eine obsessive Beschäftigung mit dem Sujet aus, die in ein Romanprojekt resultieren soll. Aber warum nach so vielen Jahren alte Wunden aufreißen? Hat er ein Recht dazu? Wie verhält es sich mit seinen Erinnerungen, welche Geschichten hat er so häufig erzählt, dass sie wahr wurden?","Kaleb Erdmann hat als Elfjähriger den Amoklauf von Erfurt erlebt. In „Die Ausweichschule“ gelingt es ihm, ohne politische Mission, ohne Sensationslust mit den Ereignissen literarisch umzugehen: suchend, tastend, selbstironisch. „Die Ausweichschule“ steht für das Gebäude, in welches die Schüler*innen damals umziehen mussten und gleichzeitig für den eigenen sowie den kollektiven Umgang mit dem Geschehen. Erdmanns Balance zwischen Distanz und Annäherung an den Amoklauf überzeugt sprachlich ebenso wie die Beschreibung seiner Suche nach der Verlässlichkeit von Erinnerung. Der Roman ist auch eine Geschichte über das Schreiben und über die Frage, wie man von der Wirklichkeit erzählen kann. Er ist vielschichtig und ehrlich, sein Ton trotz der Schwere des Themas humorvoll, komisch und nicht moralisierend."
Haus zur Sonne,Thomas Melle,Kiepenheuer & Witsch,2025,Shortlist,"Wie viel Selbstbestimmung ist möglich, wenn das Leben von einer psychischen Krankheit fremdgesteuert ist? Wonach sehnt sich einer, der nichts mehr zu verlieren hat? Und wie könnte es aussehen, das letzte Glück? Willkommen im „Haus zur Sonne“, einer Institution, die zugleich Wunscherfüllungsmaschine wie Abschaffungsapparat ist. Lebensmüde und todkranke Menschen liefern sich in diese vom Staat finanzierte Klinik ein, um jeden nur erdenklichen Wunsch in Erfüllung gehen zu lassen und dann – ohne großes Aufsehen – aus dem Leben zu scheiden. Aber will, wer nicht mehr leben will, wirklich sterben?","Thomas Melle erzählt von extremen Höhenflügen, niederschmetternden Landungen und dem unbändigen Wunsch, das eigene Leben ad acta zu legen. Sein Roman führt uns in den Abgrund und in eine abgefahrene Wunscherfüllungsklinik namens „Haus zur Sonne“. Dort checkt der unter einer schweren bipolaren Störung leidende Ich-Erzähler ein, um seinem Leben ein Ende zu setzen. „Haus zur Sonne“ reiht sich in die lange Tradition großer Suizid-Romane, von Hermann Hesse über Sylvia Plath bis zu David Foster Wallace. Doch Thomas Melle macht sein eigenes Ding und gibt dem Ganzen einen fantastischen und komischen Dreh. Mit „Haus zur Sonne“ spinnt Melle seine mit „Die Welt im Rücken“ triumphal gestartete Selbsterkundung fort und entwirft eine ebenso dystopische wie utopische Welt."
Wachs,Christine Wunnicke,Berenberg Verlag,2025,Shortlist,"Schauplatz ist Frankreich im 18. Jahrhundert, das vorrevolutionäre und das überaus revolutionäre. Und es lieben sich zwei Frauen, die verschiedener nicht sein könnten: Marie Biheron, die schon im zarten Alter Leichen seziert, um deren Innenleben aus Wachs zu modellieren; und Madeleine Basseporte, die zeichnend die Anatomie von Blumen aufs Papier zaubert, weil Menschen eher stören und meist keine Ahnung haben. Männer kommen auch vor, in schönen Nebenrollen – ein nervöser Bestseller-Autor, ein junger Nichtsnutz und Diderot, der Kaffee trinkt und viel redet. Ein Liebesroman, der hin und her schwingt zwischen der Zeit, als Küchenschellen friedlich am Wegesrand wuchsen, und jenen Schreckenstagen, als nicht allein der Königin wie einer schönen Blume der Kopf abgeschlagen wurde.","Ein erstaunlicher historischer Roman: Im Paris des Ancien Régime sucht die dreizehnjährige Marie Biheron nach Leichen. Sie möchte Anatomin werden, will wissen, wie die Teile mit dem Ganzen zusammenhängen, womöglich auch das Gehirn mit der Seele. Wunnicke rekonstruiert das exzentrische Leben einer vergessenen Figur. Marie wird berühmt mit den Modellen aus Wachs, in die sie die von ihr sezierten Organe verwandelt. Vieles hat sie von der älteren botanischen Zeichnerin Madeleine Basseporte gelernt. So erzählt das Buch die lebenslange Liebesgeschichte von zwei Frauen, die den Dialog mit den männlichen Größen der Zeit, von Diderot bis Linné, suchen. Unbeirrt, wie Marie mit ihrem Skalpell und Madeleine mit dem Pinsel, schreibt Wunnicke eine faszinierende Geschichte. Gewitzt, versponnen, unterhaltsam."
ë,Jehona Kicaj,Wallstein Verlag,2025,Shortlist,"Der ungewöhnliche Titel „ë“ steht für einen Buchstaben, der in der albanischen Sprache eine wichtige Funktion hat, obwohl er meist gar nicht ausgesprochen wird. Als Kind von Geflüchteten aus dem Kosovo ist die Erzählerin auf der Suche nach Sprache und Stimme. Sie wächst in Deutschland auf, geht in den Kindergarten, zur Schule und auf die Universität, sucht nach Verständnis, aber stößt immer wieder auf Zuschreibungen, Ahnungslosigkeit und Ignoranz.
Als der Kosovokrieg Ende der 90er-Jahre wütet, erlebt sie ihn aus sicherer Entfernung. Doch auch in der Diaspora sind Krieg und Tod präsent – sie werden nur anders erlebt als vor Ort.
Der Roman „ë“ erzählt von dem in Deutschland kaum bekannten Kosovokrieg und erinnert an das Leid von Familien, die ihre Heimat verloren haben, deren ermordete Angehörige anonym verscharrt wurden und bis heute verschollen oder nicht identifiziert sind. Eine Vergangenheit, die nicht vergehen kann, weil sie buchstäblich in jeder Faser des Körpers steckt, wird von Jehona Kicaj im wahrsten Wortsinn zur Sprache gebracht.","Jehona Kicaj erzählt in „ë“ von einer jungen Frau, die noch vor dem Ausbruch des Kosovo-Krieges 1998 mit ihrer Familie nach Deutschland flieht. Ausgehend von einer Kiefer-Erkrankung der Erzählerin – die zu Sprachlosigkeit führen kann – setzt sie sich auf verschiedenen Erzähl- wie Zeitebenen mit ihrer kosovarischen Herkunft aus der Diaspora auseinander, zu der auch die Ignoranz und Unwissenheit ihrer deutschen Mitbürger*innen über ihr Land gehören. Anhand von Zähnen und Knochen – anhand derer, wie wir lernen, auch Getötete identifiziert werden können – geht sie ihrer zerstückelten Geschichte nach. Ein außergewöhnlicher Roman, der von einem knirschenden Kiefer und dem kleinen, wie identitätsstiftenden Buchstaben „ë“ im Albanischen ausgehend eine vielschichtige Welt öffnet und erfahrbar macht."
